番号,百景,ポイント,説明,緯度,経度,写真,画像URL1,画像URL2,画像URL3,画像URL4,画像URL5
76_9,そびえる大鳥居　北陸の総鎮守　氣比神宮,総参祭,市民に「けいさん」の愛称で親しまれる氣比（けひ）神宮は、大宝２年（702年）の建立と伝えられており、７柱のご祭神を祀る北陸道の総鎮守として、敦賀の発展を見守っています。春日大社（奈良県）、厳島神社（広島県）と並ぶ日本三大木造大鳥居の一つとされる高さ11ｍの大鳥居は、まさに敦賀のシンボルにふさわしい堂々たる姿を見せています。,35.689709,136.03157,,,,,,
77_1,アジア大陸との交易拠点　国際港敦賀,天筒山から見る敦賀港の夜景,敦賀港は敦賀湾奥部に位置する天然の良港として、古くから我が国各地域とアジア大陸を結ぶ交易拠点として栄えてきました。１９４５年の大空襲の際にも奇跡的に焼失を免れた舟溜り地区には、昭和２年に竣工した旧大和田銀行本店建物（現敦賀市立博物館）、４００年の歴史を誇る敦賀酒造の酒蔵、赤レンガ倉庫をはじめ、港都つるがの繁栄を示す景観が数多く残っています。,35.661411,136.081635,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/771.jpg,,,,
77_2,アジア大陸との交易拠点　国際港敦賀,旧大和田銀行本店,敦賀港は敦賀湾奥部に位置する天然の良港として、古くから我が国各地域とアジア大陸を結ぶ交易拠点として栄えてきました。１９４５年の大空襲の際にも奇跡的に焼失を免れた舟溜り地区には、昭和２年に竣工した旧大和田銀行本店建物（現敦賀市立博物館）、４００年の歴史を誇る敦賀酒造の酒蔵、赤レンガ倉庫をはじめ、港都つるがの繁栄を示す景観が数多く残っています。,35.656475,136.068939,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/772.jpg,,,,
77_3,アジア大陸との交易拠点　国際港敦賀,敦賀酒造,敦賀港は敦賀湾奥部に位置する天然の良港として、古くから我が国各地域とアジア大陸を結ぶ交易拠点として栄えてきました。１９４５年の大空襲の際にも奇跡的に焼失を免れた舟溜り地区には、昭和２年に竣工した旧大和田銀行本店建物（現敦賀市立博物館）、４００年の歴史を誇る敦賀酒造の酒蔵、赤レンガ倉庫をはじめ、港都つるがの繁栄を示す景観が数多く残っています。,35.656078,136.066818,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/773.jpg,,,,
77_4,アジア大陸との交易拠点　国際港敦賀,敦賀酒造,敦賀港は敦賀湾奥部に位置する天然の良港として、古くから我が国各地域とアジア大陸を結ぶ交易拠点として栄えてきました。１９４５年の大空襲の際にも奇跡的に焼失を免れた舟溜り地区には、昭和２年に竣工した旧大和田銀行本店建物（現敦賀市立博物館）、４００年の歴史を誇る敦賀酒造の酒蔵、赤レンガ倉庫をはじめ、港都つるがの繁栄を示す景観が数多く残っています。,35.656132,136.066788,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/774.jpg,,,,
77_5,アジア大陸との交易拠点　国際港敦賀,赤レンガ倉庫,敦賀港は敦賀湾奥部に位置する天然の良港として、古くから我が国各地域とアジア大陸を結ぶ交易拠点として栄えてきました。１９４５年の大空襲の際にも奇跡的に焼失を免れた舟溜り地区には、昭和２年に竣工した旧大和田銀行本店建物（現敦賀市立博物館）、４００年の歴史を誇る敦賀酒造の酒蔵、赤レンガ倉庫をはじめ、港都つるがの繁栄を示す景観が数多く残っています。,35.662201,136.074402,,,,,,
77_6,アジア大陸との交易拠点　国際港敦賀,古い倉庫群,敦賀港は敦賀湾奥部に位置する天然の良港として、古くから我が国各地域とアジア大陸を結ぶ交易拠点として栄えてきました。１９４５年の大空襲の際にも奇跡的に焼失を免れた舟溜り地区には、昭和２年に竣工した旧大和田銀行本店建物（現敦賀市立博物館）、４００年の歴史を誇る敦賀酒造の酒蔵、赤レンガ倉庫をはじめ、港都つるがの繁栄を示す景観が数多く残っています。,35.658909,136.068176,,,,,,
77_7,アジア大陸との交易拠点　国際港敦賀,舟溜り地区,敦賀港は敦賀湾奥部に位置する天然の良港として、古くから我が国各地域とアジア大陸を結ぶ交易拠点として栄えてきました。１９４５年の大空襲の際にも奇跡的に焼失を免れた舟溜り地区には、昭和２年に竣工した旧大和田銀行本店建物（現敦賀市立博物館）、４００年の歴史を誇る敦賀酒造の酒蔵、赤レンガ倉庫をはじめ、港都つるがの繁栄を示す景観が数多く残っています。,35.656471,136.065811,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/777.jpg,,,,
77_8,アジア大陸との交易拠点　国際港敦賀,敦賀西町の綱引き,敦賀港は敦賀湾奥部に位置する天然の良港として、古くから我が国各地域とアジア大陸を結ぶ交易拠点として栄えてきました。１９４５年の大空襲の際にも奇跡的に焼失を免れた舟溜り地区には、昭和２年に竣工した旧大和田銀行本店建物（現敦賀市立博物館）、４００年の歴史を誇る敦賀酒造の酒蔵、赤レンガ倉庫をはじめ、港都つるがの繁栄を示す景観が数多く残っています。,35.655231,136.068268,,,,,,
78_1,日本三大　気比の松原,気比の松原（国名勝）,"三保の松原（静岡県）、虹の松原（佐賀県）と共に日本三大松原として知られる気比（けひ）の松原は、40万㎡の広さの中に 17,000本の松が生い茂る国の名勝地です。夏になると京阪神、中京からの海水浴客による賑わいなど、季節・時間によって様々な姿を見せてくれます。",35.656513,136.050339,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/781.jpg,,,,
78_2,日本三大　気比の松原,夏の松原海岸,"三保の松原（静岡県）、虹の松原（佐賀県）と共に日本三大松原として知られる気比（けひ）の松原は、40万㎡の広さの中に 17,000本の松が生い茂る国の名勝地です。夏になると京阪神、中京からの海水浴客による賑わいなど、季節・時間によって様々な姿を見せてくれます。",35.656494,136.051727,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/782.jpg,,,,
78_3,日本三大　気比の松原,宵の松原海岸,"三保の松原（静岡県）、虹の松原（佐賀県）と共に日本三大松原として知られる気比（けひ）の松原は、40万㎡の広さの中に 17,000本の松が生い茂る国の名勝地です。夏になると京阪神、中京からの海水浴客による賑わいなど、季節・時間によって様々な姿を見せてくれます。",35.65646,136.052139,,,,,,
78_4,日本三大　気比の松原,松原内の遊歩道,"三保の松原（静岡県）、虹の松原（佐賀県）と共に日本三大松原として知られる気比（けひ）の松原は、40万㎡の広さの中に 17,000本の松が生い茂る国の名勝地です。夏になると京阪神、中京からの海水浴客による賑わいなど、季節・時間によって様々な姿を見せてくれます。",35.654839,136.052429,,,,,,
78_5,日本三大　気比の松原,高浜虚子の句碑,"三保の松原（静岡県）、虹の松原（佐賀県）と共に日本三大松原として知られる気比（けひ）の松原は、40万㎡の広さの中に 17,000本の松が生い茂る国の名勝地です。夏になると京阪神、中京からの海水浴客による賑わいなど、季節・時間によって様々な姿を見せてくれます。",35.655327,136.051498,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/785.jpg,,,,
78_6,日本三大　気比の松原,冬の気比の松原,"三保の松原（静岡県）、虹の松原（佐賀県）と共に日本三大松原として知られる気比（けひ）の松原は、40万㎡の広さの中に 17,000本の松が生い茂る国の名勝地です。夏になると京阪神、中京からの海水浴客による賑わいなど、季節・時間によって様々な姿を見せてくれます。",35.656441,136.052612,,,,,,
79_1,コバルトブルーの海　水島と色ヶ浜,蠑螺ヶ岳から水島を望む,敦賀湾に面し透き通った波に洗われる色ヶ浜の近くには、砂の小島２つからなる水島が浮かび、別名「北陸のハワイ」とも呼ばれています。目の前に広がる色ヶ浜の穏やかな海の表情からは、西行・芭蕉の受けた感動を味わうことができます。,35.72488,136.012634,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/791.jpg,,,,
79_2,コバルトブルーの海　水島と色ヶ浜,色ヶ浜,敦賀湾に面し透き通った波に洗われる色ヶ浜の近くには、砂の小島２つからなる水島が浮かび、別名「北陸のハワイ」とも呼ばれています。目の前に広がる色ヶ浜の穏やかな海の表情からは、西行・芭蕉の受けた感動を味わうことができます。,35.730434,136.035004,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/792.jpg,,,,
79_3,コバルトブルーの海　水島と色ヶ浜,本隆寺,敦賀湾に面し透き通った波に洗われる色ヶ浜の近くには、砂の小島２つからなる水島が浮かび、別名「北陸のハワイ」とも呼ばれています。目の前に広がる色ヶ浜の穏やかな海の表情からは、西行・芭蕉の受けた感動を味わうことができます。,35.730209,136.034225,,,,,,
79_4,コバルトブルーの海　水島と色ヶ浜,本隆寺の芭蕉句碑,敦賀湾に面し透き通った波に洗われる色ヶ浜の近くには、砂の小島２つからなる水島が浮かび、別名「北陸のハワイ」とも呼ばれています。目の前に広がる色ヶ浜の穏やかな海の表情からは、西行・芭蕉の受けた感動を味わうことができます。,35.730251,136.034302,,,,,,
79_5,コバルトブルーの海　水島と色ヶ浜,本隆寺の芭蕉句碑,敦賀湾に面し透き通った波に洗われる色ヶ浜の近くには、砂の小島２つからなる水島が浮かび、別名「北陸のハワイ」とも呼ばれています。目の前に広がる色ヶ浜の穏やかな海の表情からは、西行・芭蕉の受けた感動を味わうことができます。,35.73027,136.034271,,,,,,
79_6,コバルトブルーの海　水島と色ヶ浜,本隆寺の芭蕉句碑,敦賀湾に面し透き通った波に洗われる色ヶ浜の近くには、砂の小島２つからなる水島が浮かび、別名「北陸のハワイ」とも呼ばれています。目の前に広がる色ヶ浜の穏やかな海の表情からは、西行・芭蕉の受けた感動を味わうことができます。,35.730217,136.034286,,,,,,
79_7,コバルトブルーの海　水島と色ヶ浜,立石岬灯台,敦賀湾に面し透き通った波に洗われる色ヶ浜の近くには、砂の小島２つからなる水島が浮かび、別名「北陸のハワイ」とも呼ばれています。目の前に広がる色ヶ浜の穏やかな海の表情からは、西行・芭蕉の受けた感動を味わうことができます。,35.762386,136.018677,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/797.jpg,,,,
79_8,コバルトブルーの海　水島と色ヶ浜,門ヶ崎,敦賀湾に面し透き通った波に洗われる色ヶ浜の近くには、砂の小島２つからなる水島が浮かび、別名「北陸のハワイ」とも呼ばれています。目の前に広がる色ヶ浜の穏やかな海の表情からは、西行・芭蕉の受けた感動を味わうことができます。,35.74892,135.993958,,,,,,
80_1,碧く輝く海と白い砂浜　水晶浜,弁天崎からの水晶浜,美浜の名前が示すとおり、美しい海辺の風景は、美浜町の最大の魅力となっています。中でも「水晶浜」は、日本海の澄んだ水と、きめ細やかな白い砂浜が広がり、水の透明度などを基準に選ばれる「日本の水浴場８８選」にも選ばれています。,35.67403,135.966461,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/801.jpg,,,,
80_2,碧く輝く海と白い砂浜　水晶浜,水晶浜,美浜の名前が示すとおり、美しい海辺の風景は、美浜町の最大の魅力となっています。中でも「水晶浜」は、日本海の澄んだ水と、きめ細やかな白い砂浜が広がり、水の透明度などを基準に選ばれる「日本の水浴場８８選」にも選ばれています。,35.687157,135.977661,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/802.jpg,,,,
80_3,碧く輝く海と白い砂浜　水晶浜,海水浴客で賑わう水晶浜,美浜の名前が示すとおり、美しい海辺の風景は、美浜町の最大の魅力となっています。中でも「水晶浜」は、日本海の澄んだ水と、きめ細やかな白い砂浜が広がり、水の透明度などを基準に選ばれる「日本の水浴場８８選」にも選ばれています。,35.674057,135.966171,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/803.jpg,,,,
80_4,碧く輝く海と白い砂浜　水晶浜,水晶浜から見る夕日,美浜の名前が示すとおり、美しい海辺の風景は、美浜町の最大の魅力となっています。中でも「水晶浜」は、日本海の澄んだ水と、きめ細やかな白い砂浜が広がり、水の透明度などを基準に選ばれる「日本の水浴場８８選」にも選ばれています。,35.686932,135.977722,,,,,,
80_5,碧く輝く海と白い砂浜　水晶浜,菅浜精霊船送り,美浜の名前が示すとおり、美しい海辺の風景は、美浜町の最大の魅力となっています。中でも「水晶浜」は、日本海の澄んだ水と、きめ細やかな白い砂浜が広がり、水の透明度などを基準に選ばれる「日本の水浴場８８選」にも選ばれています。,35.653042,135.975601,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/805.jpg,,,,
80_6,碧く輝く海と白い砂浜　水晶浜,夕日のダイヤ浜,美浜の名前が示すとおり、美しい海辺の風景は、美浜町の最大の魅力となっています。中でも「水晶浜」は、日本海の澄んだ水と、きめ細やかな白い砂浜が広がり、水の透明度などを基準に選ばれる「日本の水浴場８８選」にも選ばれています。,35.679924,135.974579,,,,,,
81_1,海と湖に挟まれた伝統行事息づく漁村　日向、早瀬,水中綱引き,若狭湾とつながる日向（ひるが）湖の湖畔に位置する日向地区には、若狭湾の波の荒々しさと、日向湖の湖面の穏やかさに挟まれた、天然の純漁村が広がっています。毎年1月には、色とりどりの大漁旗が張り渡された中、約360年前から守り継がれた水中綱引きが行われます。,35.611797,135.891541,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/811.jpg,,,,
81_2,海と湖に挟まれた伝統行事息づく漁村　日向、早瀬,日向漁港,若狭湾とつながる日向（ひるが）湖の湖畔に位置する日向地区には、若狭湾の波の荒々しさと、日向湖の湖面の穏やかさに挟まれた、天然の純漁村が広がっています。毎年1月には、色とりどりの大漁旗が張り渡された中、約360年前から守り継がれた水中綱引きが行われます。,35.612106,135.890747,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/812.jpg,,,,
81_3,海と湖に挟まれた伝統行事息づく漁村　日向、早瀬,梅丈岳から日向を望む,若狭湾とつながる日向（ひるが）湖の湖畔に位置する日向地区には、若狭湾の波の荒々しさと、日向湖の湖面の穏やかさに挟まれた、天然の純漁村が広がっています。毎年1月には、色とりどりの大漁旗が張り渡された中、約360年前から守り継がれた水中綱引きが行われます。,35.601101,135.868866,,,,,,
81_4,海と湖に挟まれた伝統行事息づく漁村　日向、早瀬,岳山から早瀬を望む,若狭湾とつながる日向（ひるが）湖の湖畔に位置する日向地区には、若狭湾の波の荒々しさと、日向湖の湖面の穏やかさに挟まれた、天然の純漁村が広がっています。毎年1月には、色とりどりの大漁旗が張り渡された中、約360年前から守り継がれた水中綱引きが行われます。,35.618999,135.900543,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/814.jpg,,,,
81_5,海と湖に挟まれた伝統行事息づく漁村　日向、早瀬,子供歌舞伎,若狭湾とつながる日向（ひるが）湖の湖畔に位置する日向地区には、若狭湾の波の荒々しさと、日向湖の湖面の穏やかさに挟まれた、天然の純漁村が広がっています。毎年1月には、色とりどりの大漁旗が張り渡された中、約360年前から守り継がれた水中綱引きが行われます。,35.618809,135.905304,,,,,,
82_1,山頂から望む絶景　三方五湖,梅丈岳山頂から三方五湖（国名勝）を望む,雄大な自然が創り出した若狭の水郷「三方五湖」は、若狭湾国定公園を代表する景勝地であり、万葉集にも歌われているなど古の時代から広く知られた、四季折々の美しさを持つ優雅な湖です。三方五湖は、低いゆるやかな丘陵性の山々に囲まれ、温和さと素朴さにあふれた自然美を形成しています。,35.601116,135.868835,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/821.jpg,,,,
82_2,山頂から望む絶景　三方五湖,湖面を走るレイククルーズ,雄大な自然が創り出した若狭の水郷「三方五湖」は、若狭湾国定公園を代表する景勝地であり、万葉集にも歌われているなど古の時代から広く知られた、四季折々の美しさを持つ優雅な湖です。三方五湖は、低いゆるやかな丘陵性の山々に囲まれ、温和さと素朴さにあふれた自然美を形成しています。,35.587807,135.864395,,,,,,
82_3,山頂から望む絶景　三方五湖,たたき網漁,雄大な自然が創り出した若狭の水郷「三方五湖」は、若狭湾国定公園を代表する景勝地であり、万葉集にも歌われているなど古の時代から広く知られた、四季折々の美しさを持つ優雅な湖です。三方五湖は、低いゆるやかな丘陵性の山々に囲まれ、温和さと素朴さにあふれた自然美を形成しています。,35.582432,135.880707,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/823.jpg,,,,
82_4,山頂から望む絶景　三方五湖,梅丈岳山頂にある誓いの鍵,雄大な自然が創り出した若狭の水郷「三方五湖」は、若狭湾国定公園を代表する景勝地であり、万葉集にも歌われているなど古の時代から広く知られた、四季折々の美しさを持つ優雅な湖です。三方五湖は、低いゆるやかな丘陵性の山々に囲まれ、温和さと素朴さにあふれた自然美を形成しています。,35.601089,135.868744,,,,,,
82_5,山頂から望む絶景　三方五湖,水月湖と久々子湖をつなぐ浦見川,雄大な自然が創り出した若狭の水郷「三方五湖」は、若狭湾国定公園を代表する景勝地であり、万葉集にも歌われているなど古の時代から広く知られた、四季折々の美しさを持つ優雅な湖です。三方五湖は、低いゆるやかな丘陵性の山々に囲まれ、温和さと素朴さにあふれた自然美を形成しています。,35.59243,135.897568,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/825.jpg,,,,
83_1,天狗が踊る　王の舞,弥美神社で奉納される王の舞（県民俗文化財）,美浜町宮代地区の東、御岳山の西山麓に位置する弥美（みみ）神社では、毎年５月１日の祭礼において、王の舞が奉納されます。王の舞は宮廷などで行われる舞楽の系統に属するものといわれ、若狭地方を中心に数々の神社で奉納されてきたものです。若狭町気山地区の宇波西（うわせ）神社でも、毎年４月８日に王の舞が奉納され、人々は豊作の祈願や感謝のために神に働きかけます。,35.594219,135.961319,,,,,,
83_2,天狗が踊る　王の舞,弥美神社,美浜町宮代地区の東、御岳山の西山麓に位置する弥美（みみ）神社では、毎年５月１日の祭礼において、王の舞が奉納されます。王の舞は宮廷などで行われる舞楽の系統に属するものといわれ、若狭地方を中心に数々の神社で奉納されてきたものです。若狭町気山地区の宇波西（うわせ）神社でも、毎年４月８日に王の舞が奉納され、人々は豊作の祈願や感謝のために神に働きかけます。,35.594269,135.960602,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/832.jpg,,,,
83_3,天狗が踊る　王の舞,弥美神社で奉納される王の舞（県民俗文化財）,美浜町宮代地区の東、御岳山の西山麓に位置する弥美（みみ）神社では、毎年５月１日の祭礼において、王の舞が奉納されます。王の舞は宮廷などで行われる舞楽の系統に属するものといわれ、若狭地方を中心に数々の神社で奉納されてきたものです。若狭町気山地区の宇波西（うわせ）神社でも、毎年４月８日に王の舞が奉納され、人々は豊作の祈願や感謝のために神に働きかけます。,35.59428,135.961243,,,,,,
83_4,天狗が踊る　王の舞,宇波西神社で奉納される王の舞（国選択無形民俗文化財）,美浜町宮代地区の東、御岳山の西山麓に位置する弥美（みみ）神社では、毎年５月１日の祭礼において、王の舞が奉納されます。王の舞は宮廷などで行われる舞楽の系統に属するものといわれ、若狭地方を中心に数々の神社で奉納されてきたものです。若狭町気山地区の宇波西（うわせ）神社でも、毎年４月８日に王の舞が奉納され、人々は豊作の祈願や感謝のために神に働きかけます。,35.587048,135.906067,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/834.jpg,,,,
83_5,天狗が踊る　王の舞,闇見神社で奉納される王の舞（県民俗文化財）,美浜町宮代地区の東、御岳山の西山麓に位置する弥美（みみ）神社では、毎年５月１日の祭礼において、王の舞が奉納されます。王の舞は宮廷などで行われる舞楽の系統に属するものといわれ、若狭地方を中心に数々の神社で奉納されてきたものです。若狭町気山地区の宇波西（うわせ）神社でも、毎年４月８日に王の舞が奉納され、人々は豊作の祈願や感謝のために神に働きかけます。,35.502293,135.904419,,,,,,
83_6,天狗が踊る　王の舞,多由比神社で奉納される王の舞（県民俗文化財）,美浜町宮代地区の東、御岳山の西山麓に位置する弥美（みみ）神社では、毎年５月１日の祭礼において、王の舞が奉納されます。王の舞は宮廷などで行われる舞楽の系統に属するものといわれ、若狭地方を中心に数々の神社で奉納されてきたものです。若狭町気山地区の宇波西（うわせ）神社でも、毎年４月８日に王の舞が奉納され、人々は豊作の祈願や感謝のために神に働きかけます。,35.559235,135.866486,,,,,,
84_1,神宿る半島　若狭常神,常神半島先端と御神島,若狭湾国定公園の見どころのひとつ常神半島は、特に海水の透明度が高く、海中景観が優れていることから、海域公園地区に指定されています。常神半島の島の名前は神功（じんぐう）皇后を祀る常神社（つねかみしゃ）に由来するといわれ、また半島から500ｍ西には無人島の御神島（おんがみじま）があり、かつてこの島には神が住んでいて、様々な厄災から人々を守ってきたといわれています。,35.610836,135.829117,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/841.jpg,,,,
84_2,神宿る半島　若狭常神,常神半島神子区で見られる山桜,若狭湾国定公園の見どころのひとつ常神半島は、特に海水の透明度が高く、海中景観が優れていることから、海域公園地区に指定されています。常神半島の島の名前は神功（じんぐう）皇后を祀る常神社（つねかみしゃ）に由来するといわれ、また半島から500ｍ西には無人島の御神島（おんがみじま）があり、かつてこの島には神が住んでいて、様々な厄災から人々を守ってきたといわれています。,35.623535,135.834183,,,,,,
84_3,神宿る半島　若狭常神,日本最北限のソテツ,若狭湾国定公園の見どころのひとつ常神半島は、特に海水の透明度が高く、海中景観が優れていることから、海域公園地区に指定されています。常神半島の島の名前は神功（じんぐう）皇后を祀る常神社（つねかみしゃ）に由来するといわれ、また半島から500ｍ西には無人島の御神島（おんがみじま）があり、かつてこの島には神が住んでいて、様々な厄災から人々を守ってきたといわれています。,35.637138,135.819946,,,,,,
85_1,湖畔に佇む　茅葺きの舟小屋,農作業用に使われている舟小屋,福井県は日本海側最大級の梅の産地で、なかでもこの若狭町三方地域は県内の半数以上の梅農家が集まり、三方五湖湖畔には約７万本の梅林が広がっています。また、湖沿いに残っている茅葺きの舟小屋は、向かいの梅畑や水田での農作業に用いる小舟を格納するためのもので、県内でも珍しい景観です。,35.572273,135.869766,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/851.jpg,,,,
85_2,湖畔に佇む　茅葺きの舟小屋,梅林と三方五湖を望む,福井県は日本海側最大級の梅の産地で、なかでもこの若狭町三方地域は県内の半数以上の梅農家が集まり、三方五湖湖畔には約７万本の梅林が広がっています。また、湖沿いに残っている茅葺きの舟小屋は、向かいの梅畑や水田での農作業に用いる小舟を格納するためのもので、県内でも珍しい景観です。,35.557228,135.886627,,,,,,
86_1,真夏の冷水　名水百選　瓜割の滝,瓜割の滝の荘厳な流れ,若狭町の天徳寺境内奥に位置する「瓜割の滝」は、山あいの岩間から湧き出る清泉で、一年を通して水温が変わらず、水につけておいた瓜が割れるほど冷たいことから、その名前がつけられました。滝周辺は元々「水の森」と呼ばれ、修験者の修行地であり、朝廷の雨乞いを司るところであったといわれています。,35.459656,135.842316,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/861.jpg,,,,
86_2,真夏の冷水　名水百選　瓜割の滝,紅葉の頃の瓜割の滝,若狭町の天徳寺境内奥に位置する「瓜割の滝」は、山あいの岩間から湧き出る清泉で、一年を通して水温が変わらず、水につけておいた瓜が割れるほど冷たいことから、その名前がつけられました。滝周辺は元々「水の森」と呼ばれ、修験者の修行地であり、朝廷の雨乞いを司るところであったといわれています。,35.459778,135.842255,,,,,,
86_3,真夏の冷水　名水百選　瓜割の滝,天徳寺の八十八体の石仏,若狭町の天徳寺境内奥に位置する「瓜割の滝」は、山あいの岩間から湧き出る清泉で、一年を通して水温が変わらず、水につけておいた瓜が割れるほど冷たいことから、その名前がつけられました。滝周辺は元々「水の森」と呼ばれ、修験者の修行地であり、朝廷の雨乞いを司るところであったといわれています。,35.46088,135.842087,,,,,,
86_4,真夏の冷水　名水百選　瓜割の滝,若狭瓜割名水公園,若狭町の天徳寺境内奥に位置する「瓜割の滝」は、山あいの岩間から湧き出る清泉で、一年を通して水温が変わらず、水につけておいた瓜が割れるほど冷たいことから、その名前がつけられました。滝周辺は元々「水の森」と呼ばれ、修験者の修行地であり、朝廷の雨乞いを司るところであったといわれています。,35.461735,135.842667,,,,,,
87_1,若狭から京へ続く鯖街道　熊川宿,重要伝統的建造物群保存地区　熊川宿,福井県小浜市から京都の出町柳を結ぶ「若狭街道」は、主に鯖などの魚介類を運ぶことが多かったことから、いつ頃からか「鯖街道」と呼ばれるようになりました。「鯖街道」の道中にあたる若狭町には、宿場町として発展した「熊川宿」があります。昔の町家が約1.1kmの道の両側に建ち並び、当時の賑わいが思い起こされます。,35.442982,135.901337,,,,,,
87_2,若狭から京へ続く鯖街道　熊川宿,熊川宿を流れる前川のせせらき,福井県小浜市から京都の出町柳を結ぶ「若狭街道」は、主に鯖などの魚介類を運ぶことが多かったことから、いつ頃からか「鯖街道」と呼ばれるようになりました。「鯖街道」の道中にあたる若狭町には、宿場町として発展した「熊川宿」があります。昔の町家が約1.1kmの道の両側に建ち並び、当時の賑わいが思い起こされます。,35.444309,135.89949,,,,,,
87_3,若狭から京へ続く鯖街道　熊川宿,冬の熊川宿,福井県小浜市から京都の出町柳を結ぶ「若狭街道」は、主に鯖などの魚介類を運ぶことが多かったことから、いつ頃からか「鯖街道」と呼ばれるようになりました。「鯖街道」の道中にあたる若狭町には、宿場町として発展した「熊川宿」があります。昔の町家が約1.1kmの道の両側に建ち並び、当時の賑わいが思い起こされます。,35.443836,135.899887,,,,,,
87_4,若狭から京へ続く鯖街道　熊川宿,熊川いっぷく時代村,福井県小浜市から京都の出町柳を結ぶ「若狭街道」は、主に鯖などの魚介類を運ぶことが多かったことから、いつ頃からか「鯖街道」と呼ばれるようになりました。「鯖街道」の道中にあたる若狭町には、宿場町として発展した「熊川宿」があります。昔の町家が約1.1kmの道の両側に建ち並び、当時の賑わいが思い起こされます。,35.443539,135.900452,,,,,,
87_5,若狭から京へ続く鯖街道　熊川宿,紅葉の頃の松木神社,福井県小浜市から京都の出町柳を結ぶ「若狭街道」は、主に鯖などの魚介類を運ぶことが多かったことから、いつ頃からか「鯖街道」と呼ばれるようになりました。「鯖街道」の道中にあたる若狭町には、宿場町として発展した「熊川宿」があります。昔の町家が約1.1kmの道の両側に建ち並び、当時の賑わいが思い起こされます。,35.443077,135.900604,,,,,,
87_6,若狭から京へ続く鯖街道　熊川宿,熊川番所,福井県小浜市から京都の出町柳を結ぶ「若狭街道」は、主に鯖などの魚介類を運ぶことが多かったことから、いつ頃からか「鯖街道」と呼ばれるようになりました。「鯖街道」の道中にあたる若狭町には、宿場町として発展した「熊川宿」があります。昔の町家が約1.1kmの道の両側に建ち並び、当時の賑わいが思い起こされます。,35.440647,135.904755,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/876.jpg,,,,
87_7,若狭から京へ続く鯖街道　熊川宿,鯖街道の起点,福井県小浜市から京都の出町柳を結ぶ「若狭街道」は、主に鯖などの魚介類を運ぶことが多かったことから、いつ頃からか「鯖街道」と呼ばれるようになりました。「鯖街道」の道中にあたる若狭町には、宿場町として発展した「熊川宿」があります。昔の町家が約1.1kmの道の両側に建ち並び、当時の賑わいが思い起こされます。,35.495243,135.742752,,,,,,
88_1,荒波の彫刻　蘇洞門,蘇洞門の大門、小門,小浜市は、外海の若狭湾と内海の小浜湾に面しています。外海の若狭湾は日本海側では珍しいリアス式海岸で、たいへん波が強く、沖の内外海(うちとみ)半島の先端には、永い年月をかけて波によって削られた「蘇洞門（そとも）」と呼ばれる６ｋｍにわたる壮大な奇岩・洞窟などが見られます。,35.571053,135.716766,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/881.jpg,,,,
88_2,荒波の彫刻　蘇洞門,国道１６２号の彼方に広がる若狭湾,小浜市は、外海の若狭湾と内海の小浜湾に面しています。外海の若狭湾は日本海側では珍しいリアス式海岸で、たいへん波が強く、沖の内外海(うちとみ)半島の先端には、永い年月をかけて波によって削られた「蘇洞門（そとも）」と呼ばれる６ｋｍにわたる壮大な奇岩・洞窟などが見られます。,35.535019,135.836243,,,,,,
88_3,荒波の彫刻　蘇洞門,かきの養殖,小浜市は、外海の若狭湾と内海の小浜湾に面しています。外海の若狭湾は日本海側では珍しいリアス式海岸で、たいへん波が強く、沖の内外海(うちとみ)半島の先端には、永い年月をかけて波によって削られた「蘇洞門（そとも）」と呼ばれる６ｋｍにわたる壮大な奇岩・洞窟などが見られます。,35.532158,135.750504,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/883.jpg,,,,
